st_id,pr_sku_id,date,pr_sales_type_id,pr_sales_in_units,pr_promo_sales_in_units,pr_sales_in_rub,pr_promo_sales_in_rub
42a0e188f5033bc65bf8d78622277c4e,35071e7911b66b2f42bffca06f939598,7/6/2023,0,1,0,181,0
42a0e188f5033bc65bf8d78622277c4e,65ebd984baa08be2dcd09ff15c254fdb,7/5/2023,1,2,2,372,372
42a0e188f5033bc65bf8d78622277c4e,0448c8afc036bb44c457d7e9edd74c50,7/11/2023,1,1,1,161,161
42a0e188f5033bc65bf8d78622277c4e,e73b4d28a1a72ba75598ac296257fae7,7/17/2023,0,1,0,35,0
42a0e188f5033bc65bf8d78622277c4e,5590a8d3309989521222feaa92f99d50,7/10/2023,0,2,0,248,0
53e19f3dbb211f20b20b45668303c1b6,c82dccf4ccf7017ba622a86f5dcbc736,7/17/2023,1,1,1,81,81
42a0e188f5033bc65bf8d78622277c4e,02713435f3587e2c81d8f6a9016763ea,7/13/2023,0,2,0,564,0
42a0e188f5033bc65bf8d78622277c4e,d0f9afe9074ba61c5793c975976446b2,7/10/2023,0,0,0,72,0
42a0e188f5033bc65bf8d78622277c4e,3b862e98b075134ab0cb36bc638cb275,7/15/2023,0,6,0,281,0
42a0e188f5033bc65bf8d78622277c4e,db01afba1fbd4cb3686884a7dfe125c9,7/6/2023,0,1,0,247,0
42a0e188f5033bc65bf8d78622277c4e,225de5ef23fbfa96f02a8e1e8626ab66,7/6/2023,0,5,0,1031,0
42a0e188f5033bc65bf8d78622277c4e,f1728a9a189d57bac75fc58ee722781a,7/13/2023,1,3,3,621,621
53e19f3dbb211f20b20b45668303c1b6,3a74a370c8eb032acb11ad9119242b8f,7/9/2023,1,3,3,108,108
42a0e188f5033bc65bf8d78622277c4e,1be007f9969e526937d035055f02690d,7/6/2023,0,2,0,342,0
53e19f3dbb211f20b20b45668303c1b6,2dc922d957188fb51dd2bd50ec9b555a,7/7/2023,0,1,0,20,0
42a0e188f5033bc65bf8d78622277c4e,6464ba75236f5928023d75e46ea8a328,7/18/2023,0,3,0,2010,0
42a0e188f5033bc65bf8d78622277c4e,a744ea39059face89ec2e129728a6fb8,7/6/2023,1,6,6,788,788
42a0e188f5033bc65bf8d78622277c4e,50246ace502699a00ce8f94e8fc3e37d,7/10/2023,1,2,2,148,148
42a0e188f5033bc65bf8d78622277c4e,67797f1f0f02ec5ccd5e3abd2d4e5b81,7/18/2023,0,10,0,1634,0
42a0e188f5033bc65bf8d78622277c4e,2f2f968841e41c2fbf4ac11697ba9505,7/10/2023,0,1,0,105,0
42a0e188f5033bc65bf8d78622277c4e,7454973f4428e8a3426bb3c01e007104,7/5/2023,0,3,0,137,0
42a0e188f5033bc65bf8d78622277c4e,cec450400539c79f06aff1649043f170,7/14/2023,0,1,0,292,0
42a0e188f5033bc65bf8d78622277c4e,27e8978c9e8b7146c462feb7d24f5637,7/7/2023,0,1,0,41,0
42a0e188f5033bc65bf8d78622277c4e,ac0671f64fabce5bb59866614241912f,7/5/2023,1,3,3,945,945
42a0e188f5033bc65bf8d78622277c4e,e9e9c55a9acf6e9421db2863f2e4da2f,7/8/2023,0,8,0,675,0
53e19f3dbb211f20b20b45668303c1b6,57eaf5659b0371dbef7bb6cee4a14e71,7/11/2023,0,3,0,110,0
53e19f3dbb211f20b20b45668303c1b6,57eaf5659b0371dbef7bb6cee4a14e71,7/5/2023,0,4,0,147,0
42a0e188f5033bc65bf8d78622277c4e,bb25f17188f499220de29c84be3d7d5d,7/16/2023,0,1,0,184,0
42a0e188f5033bc65bf8d78622277c4e,ca0ab467d14a5063de47e379d2d24301,7/10/2023,0,1,0,143,0
42a0e188f5033bc65bf8d78622277c4e,4ba72d594b35e41cb3e066397eecdfba,7/16/2023,0,5,0,1411,0
42a0e188f5033bc65bf8d78622277c4e,970172adc8a7cd614803141527131fd6,7/15/2023,1,1,1,264,264
42a0e188f5033bc65bf8d78622277c4e,5a0896291d246465ff739135888c3a1b,7/9/2023,1,0,0,21,21
42a0e188f5033bc65bf8d78622277c4e,ee37a0ba58b50be32617d354a3103b51,7/11/2023,0,7,0,619,0
42a0e188f5033bc65bf8d78622277c4e,771d9ed245872c553b1472e9f43e1860,7/7/2023,0,1,0,41,0
42a0e188f5033bc65bf8d78622277c4e,6eec765ffa292bcccdc000289cefe64c,7/15/2023,0,2,0,198,0
42a0e188f5033bc65bf8d78622277c4e,426d3a6e14a6a7f30a720df5cf2dcf46,7/5/2023,0,4,0,151,0
42a0e188f5033bc65bf8d78622277c4e,b948aa07167c9acb17487657e96870e5,7/11/2023,1,1,1,389,389
42a0e188f5033bc65bf8d78622277c4e,8a1989b9fe49cb45e85c099107fbe1a6,7/11/2023,0,4,0,469,0
42a0e188f5033bc65bf8d78622277c4e,00661699f543753ec7e911a64b9fd2f6,7/9/2023,1,4,4,927,927
42a0e188f5033bc65bf8d78622277c4e,82704fa1c2dbdb928bf4eed0667260dd,7/13/2023,0,2,0,252,0
42a0e188f5033bc65bf8d78622277c4e,7454973f4428e8a3426bb3c01e007104,7/9/2023,0,4,0,183,0
42a0e188f5033bc65bf8d78622277c4e,e18afd243d50032a8a36e3f1d5d99d53,7/14/2023,1,4,4,278,278
42a0e188f5033bc65bf8d78622277c4e,c743ad4728fde0efd5be8dd5b90d769f,7/17/2023,1,1,1,202,202
42a0e188f5033bc65bf8d78622277c4e,712fef8529234126a89d84ddd12d7fad,7/10/2023,0,5,0,1007,0
42a0e188f5033bc65bf8d78622277c4e,706b9e39dd3ca40669b5f5c74bfebeb8,7/8/2023,1,3,3,586,586
42a0e188f5033bc65bf8d78622277c4e,f3848b78b70702300c576fcd56a9addd,7/14/2023,0,3,0,341,0
42a0e188f5033bc65bf8d78622277c4e,58ebafabd92e2e3a80d86b7bb7e88eda,7/17/2023,0,0,0,59,0
42a0e188f5033bc65bf8d78622277c4e,d160bb8bde6db6207082357dde22df3e,7/13/2023,1,2,2,136,136
42a0e188f5033bc65bf8d78622277c4e,fe5d18ae6650335830e4c1dbd9e6ddb9,7/18/2023,0,2,0,195,0
42a0e188f5033bc65bf8d78622277c4e,bf5f373eede102c71bf77874c78bdc59,7/14/2023,0,4,0,948,0
42a0e188f5033bc65bf8d78622277c4e,6d8bf88f6daf3b37de081afcf75ec6cf,7/10/2023,0,1,0,60,0
42a0e188f5033bc65bf8d78622277c4e,178946dc0cfb8cbcb7b4e672930affd5,7/5/2023,1,3,3,464,464
42a0e188f5033bc65bf8d78622277c4e,ed9fea5c1775ffdc57624195eddfc671,7/10/2023,0,1,0,122,0
42a0e188f5033bc65bf8d78622277c4e,808327c1f79b5d87e44138c27a3ae539,7/5/2023,0,1,0,60,0
42a0e188f5033bc65bf8d78622277c4e,013b001eb7634d3c9c8b03feb9709de2,7/15/2023,1,1,1,79,79
42a0e188f5033bc65bf8d78622277c4e,c0e3f3bd815a862433bc3399c487926b,7/12/2023,1,7,7,825,825
42a0e188f5033bc65bf8d78622277c4e,d5bfeecaaa47887a4b92d17fa55c2e18,7/9/2023,0,57,0,309,0
42a0e188f5033bc65bf8d78622277c4e,5f3f3cdc16a1ad23f24383979e45ced0,7/18/2023,0,4,0,499,0
42a0e188f5033bc65bf8d78622277c4e,7708533936cc9e00273ae5700d3bc8d5,7/13/2023,0,2,0,502,0
42a0e188f5033bc65bf8d78622277c4e,0a68dd43c227b0e66d52665d6c3ca8ba,7/9/2023,1,24,24,3216,3216
42a0e188f5033bc65bf8d78622277c4e,e79eb35132023b80bd8610a4ee16e52d,7/6/2023,0,1,0,243,0
42a0e188f5033bc65bf8d78622277c4e,8a1989b9fe49cb45e85c099107fbe1a6,7/15/2023,0,1,0,169,0
42a0e188f5033bc65bf8d78622277c4e,6bebdb943dc661b7af1e9469a8caeb3f,7/12/2023,0,1,0,130,0
42a0e188f5033bc65bf8d78622277c4e,72740338e91de3ccc276b9bc7681bd0d,7/7/2023,1,1,1,275,275
42a0e188f5033bc65bf8d78622277c4e,e983f56659b43d6691446b013c0b9ef1,7/7/2023,0,3,0,536,0
42a0e188f5033bc65bf8d78622277c4e,b948aa07167c9acb17487657e96870e5,7/15/2023,0,2,0,720,0
42a0e188f5033bc65bf8d78622277c4e,ebef63de0e8fe04e0d681a25face55c9,7/15/2023,1,1,1,94,94
42a0e188f5033bc65bf8d78622277c4e,edaab5209d66e9634a79a8f23fb55bab,7/6/2023,0,2,0,586,0
42a0e188f5033bc65bf8d78622277c4e,0a2090e24b6ae62b0b0fcaa67a72b5a0,7/17/2023,1,10,10,1341,1341
42a0e188f5033bc65bf8d78622277c4e,364196813f3b746270a9b27bd76149c9,7/16/2023,0,6,0,1722,0
42a0e188f5033bc65bf8d78622277c4e,6e822618c30449cfabec9b22a7de1425,7/15/2023,0,6,0,1883,0
53e19f3dbb211f20b20b45668303c1b6,7454973f4428e8a3426bb3c01e007104,7/5/2023,1,2,2,47,47
42a0e188f5033bc65bf8d78622277c4e,c4a665596d4f67cecb7542c9fad407ee,7/8/2023,0,105,0,14286,0
42a0e188f5033bc65bf8d78622277c4e,eaf90ea9a5c3866af372589e011d4242,7/18/2023,0,3,0,858,0
42a0e188f5033bc65bf8d78622277c4e,4a15a652bde1a9a3ac9cb96160ff3a98,7/9/2023,0,17,0,2565,0
42a0e188f5033bc65bf8d78622277c4e,6464ba75236f5928023d75e46ea8a328,7/10/2023,0,2,0,1795,0
42a0e188f5033bc65bf8d78622277c4e,4ce0eb956648ab3ff6bb0afa3158cc42,7/17/2023,0,1,0,327,0
42a0e188f5033bc65bf8d78622277c4e,dfb085b0647b9ee8ce010670d1e30ab6,7/14/2023,1,2,2,45,45
42a0e188f5033bc65bf8d78622277c4e,71fe24c214f9fe26ad0f2b02f03e3878,7/17/2023,0,1,0,210,0
42a0e188f5033bc65bf8d78622277c4e,ceaa7c3391fa0bb7dc4aac10300a827a,7/5/2023,1,4,4,1077,1077
42a0e188f5033bc65bf8d78622277c4e,4a15a652bde1a9a3ac9cb96160ff3a98,7/10/2023,0,4,0,535,0
42a0e188f5033bc65bf8d78622277c4e,013b001eb7634d3c9c8b03feb9709de2,7/16/2023,0,2,0,259,0
42a0e188f5033bc65bf8d78622277c4e,3c3a1cb0ae43df1a1f0abe1fbd8e158b,7/8/2023,1,5,5,705,705
42a0e188f5033bc65bf8d78622277c4e,8bdb4e9ff3f65cf8b9beadfff6fa28fa,7/13/2023,0,19,0,2453,0
42a0e188f5033bc65bf8d78622277c4e,e9e9c55a9acf6e9421db2863f2e4da2f,7/7/2023,1,1,1,67,67
42a0e188f5033bc65bf8d78622277c4e,d5bfeecaaa47887a4b92d17fa55c2e18,7/11/2023,0,32,0,172,0
42a0e188f5033bc65bf8d78622277c4e,86987c27e819267ea616d99f7b1f5dfe,7/7/2023,1,1,1,380,380
42a0e188f5033bc65bf8d78622277c4e,c414a81a76886b53ba8397999ef8d01f,7/16/2023,0,1,0,400,0
42a0e188f5033bc65bf8d78622277c4e,2002ebfa9e4ef4ddbaef4844a1d668b0,7/17/2023,0,1,0,180,0
42a0e188f5033bc65bf8d78622277c4e,a4680e47cdf0ef37aeb19717a9d1968c,7/15/2023,1,2,2,430,430
42a0e188f5033bc65bf8d78622277c4e,5bb5f58ee78376e1d1806dd5cc25cfe1,7/16/2023,0,3,0,177,0
42a0e188f5033bc65bf8d78622277c4e,d4f898102d7cc1a5eb84579621577da1,7/6/2023,0,1,0,90,0
42a0e188f5033bc65bf8d78622277c4e,ced0c1a84924c982a6403870c54b99ca,7/9/2023,1,10,10,328,328
42a0e188f5033bc65bf8d78622277c4e,8cc3c766285e320aef48183a4bbe22d1,7/5/2023,1,1,1,40,40
42a0e188f5033bc65bf8d78622277c4e,9c231867e537759d3ef811c0bd9c705c,7/16/2023,1,35,35,7127,7127
53e19f3dbb211f20b20b45668303c1b6,6e5d274636cdf86dabee3f8658794d54,7/6/2023,1,2,2,76,76
42a0e188f5033bc65bf8d78622277c4e,57eaf5659b0371dbef7bb6cee4a14e71,7/16/2023,0,4,0,237,0
42a0e188f5033bc65bf8d78622277c4e,2002ebfa9e4ef4ddbaef4844a1d668b0,7/5/2023,0,1,0,219,0
42a0e188f5033bc65bf8d78622277c4e,eb341a778d385ad6ebe16e90efb48c08,7/15/2023,1,14,14,3303,3303
42a0e188f5033bc65bf8d78622277c4e,b5f95dc9fce7c3181497a01d26836700,7/17/2023,0,3,0,523,0
42a0e188f5033bc65bf8d78622277c4e,8f8735ac8b4195951bb460f925a16520,7/15/2023,0,35,0,354,0
42a0e188f5033bc65bf8d78622277c4e,777d21d980f82aa8b4f26f4a4d3dda1d,7/14/2023,1,12,12,3308,3308
42a0e188f5033bc65bf8d78622277c4e,fafbee588d44b4a8d561d81680174dc0,7/7/2023,1,3,3,443,443
42a0e188f5033bc65bf8d78622277c4e,58ebafabd92e2e3a80d86b7bb7e88eda,7/9/2023,1,4,4,844,844
42a0e188f5033bc65bf8d78622277c4e,cfb54b1ce12bb3f9b6b9e2ea0b57414b,7/8/2023,1,0,0,94,94
42a0e188f5033bc65bf8d78622277c4e,8797db416a200261ccb12dc313767e3b,7/12/2023,1,1,1,181,181
42a0e188f5033bc65bf8d78622277c4e,8e887cf8e64ab8e7173701a979476567,7/9/2023,1,10,10,1549,1549
42a0e188f5033bc65bf8d78622277c4e,421b0ea70ab7fd681ae63a8f12695199,7/17/2023,1,0,0,107,107
42a0e188f5033bc65bf8d78622277c4e,8353aa07fab6dbeb7962e7a9ba2c3e53,7/17/2023,1,4,4,785,785
42a0e188f5033bc65bf8d78622277c4e,d35a34476be067a04fa756c8c0b7dfbd,7/15/2023,0,2,0,202,0
42a0e188f5033bc65bf8d78622277c4e,592ce64f80d8d1051d8ade3b002309e0,7/12/2023,1,0,0,56,56
42a0e188f5033bc65bf8d78622277c4e,84eb971ebd0331ec992c7e235aa76e62,7/12/2023,0,1,0,29,0
42a0e188f5033bc65bf8d78622277c4e,dce1f234d6424aa61f8e7ce0baffd9af,7/9/2023,1,2,2,314,314
42a0e188f5033bc65bf8d78622277c4e,e4bad2eaaef625f34e0657c120743b6b,7/17/2023,0,2,0,43,0
42a0e188f5033bc65bf8d78622277c4e,2f72f7c5dae106c917edff70a3b1ac1f,7/15/2023,1,0,0,79,79
42a0e188f5033bc65bf8d78622277c4e,0ee7e71061cf860ccf3b29c6823c7971,7/11/2023,0,5,0,1071,0
42a0e188f5033bc65bf8d78622277c4e,32cfba8a13694631a8418e4d246e55fa,7/9/2023,0,2,0,467,0
42a0e188f5033bc65bf8d78622277c4e,54cc81ad9eadc5ccde13e001ddfa3eb1,7/9/2023,0,2,0,755,0
42a0e188f5033bc65bf8d78622277c4e,b32d54edfbef54504db682d7d6d5be8d,7/9/2023,0,2,0,235,0
42a0e188f5033bc65bf8d78622277c4e,be32e5b829123106f1d6c5d995dfc498,7/11/2023,0,0,0,48,0
42a0e188f5033bc65bf8d78622277c4e,2ceba8db8d0af7ba57e1572e839451c9,7/15/2023,1,1,1,136,136
42a0e188f5033bc65bf8d78622277c4e,0e497d3dfb10dc402fbe06de4e0bb233,7/16/2023,0,2,0,244,0
42a0e188f5033bc65bf8d78622277c4e,c0e3f3bd815a862433bc3399c487926b,7/14/2023,1,7,7,852,852
42a0e188f5033bc65bf8d78622277c4e,3761d3460a7883b7c7996a109afd4076,7/5/2023,0,1,0,74,0
42a0e188f5033bc65bf8d78622277c4e,013b001eb7634d3c9c8b03feb9709de2,7/14/2023,0,3,0,344,0
53e19f3dbb211f20b20b45668303c1b6,3a74a370c8eb032acb11ad9119242b8f,7/6/2023,0,2,0,87,0
42a0e188f5033bc65bf8d78622277c4e,a3b69c7995fff344767f17d98edc9a2c,7/15/2023,1,13,13,3622,3622
42a0e188f5033bc65bf8d78622277c4e,172596a9729722de2d952b7506ab8f2a,7/14/2023,1,2,2,110,110
42a0e188f5033bc65bf8d78622277c4e,d35a34476be067a04fa756c8c0b7dfbd,7/6/2023,0,1,0,101,0
42a0e188f5033bc65bf8d78622277c4e,c0e3f3bd815a862433bc3399c487926b,7/7/2023,0,104,0,12990,0
42a0e188f5033bc65bf8d78622277c4e,4955c8d2017ad404f4872e32451b60e6,7/17/2023,0,0,0,44,0
42a0e188f5033bc65bf8d78622277c4e,b948aa07167c9acb17487657e96870e5,7/16/2023,0,3,0,1191,0
42a0e188f5033bc65bf8d78622277c4e,f5e6ff133144234dbb8a2c83abd95f8d,7/10/2023,0,3,0,137,0
42a0e188f5033bc65bf8d78622277c4e,b948aa07167c9acb17487657e96870e5,7/17/2023,0,1,0,470,0
