st_id,pr_sku_id,date,pr_sales_type_id,pr_sales_in_units,pr_promo_sales_in_units,pr_sales_in_rub,pr_promo_sales_in_rub
f7e6c85504ce6e82442c770f7c8606f0,dce1f234d6424aa61f8e7ce0baffd9af,7/18/2023,0,9,0,1121,0
42a0e188f5033bc65bf8d78622277c4e,6be39bc0f56a584c34705393e6fde8d9,7/18/2023,0,0,0,62,0
f7e6c85504ce6e82442c770f7c8606f0,0f9f8486fcb1bad82ffe18d5850dc25b,7/18/2023,0,1,0,399,0
16a5cdae362b8d27a1d8f8c7b78b4330,6ef8d0eb99348b6be4cf97f499d5e6c0,7/18/2023,0,3,0,112,0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,7f1d0baf6453ac77503dfa6000102c41,7/18/2023,0,2,0,59,0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,5f5a11225159cab6f6f78d54509455ff,7/18/2023,1,1,1,394,394
f7e6c85504ce6e82442c770f7c8606f0,113bc2e89c4ed2a3fa3091c9adcb3f49,7/18/2023,0,4,0,108,0
16a5cdae362b8d27a1d8f8c7b78b4330,4a15a652bde1a9a3ac9cb96160ff3a98,7/18/2023,0,8,0,1255,0
42a0e188f5033bc65bf8d78622277c4e,6464ba75236f5928023d75e46ea8a328,7/18/2023,0,3,0,2010,0
c81e728d9d4c2f636f067f89cc14862c,8e887cf8e64ab8e7173701a979476567,7/18/2023,1,2,2,253,253
42a0e188f5033bc65bf8d78622277c4e,67797f1f0f02ec5ccd5e3abd2d4e5b81,7/18/2023,0,10,0,1634,0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,364196813f3b746270a9b27bd76149c9,7/18/2023,1,1,1,179,179
c81e728d9d4c2f636f067f89cc14862c,8b6d47ed609b1f6651a79cb6210b63f8,7/18/2023,0,1,0,144,0
1ecfb463472ec9115b10c292ef8bc986,75be870cd9c96839f3dca0aea665adf0,7/18/2023,1,1,1,150,150
16a5cdae362b8d27a1d8f8c7b78b4330,79122a5063b8a1261b8b1f03509ef957,7/18/2023,0,2,0,284,0
f7e6c85504ce6e82442c770f7c8606f0,3a74a370c8eb032acb11ad9119242b8f,7/18/2023,0,7,0,458,0
f7e6c85504ce6e82442c770f7c8606f0,4e824a65fbd01f1708131bd247842688,7/18/2023,1,0,0,187,187
c81e728d9d4c2f636f067f89cc14862c,3dc33d905fb8ed2c1a77da9336227cd3,7/18/2023,0,3,0,197,0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,706b9e39dd3ca40669b5f5c74bfebeb8,7/18/2023,1,1,1,266,266
f7e6c85504ce6e82442c770f7c8606f0,891517ed336bc63566261723d2a45118,7/18/2023,0,8,0,735,0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,f04f77c7c1689068a3856503098ad8ad,7/18/2023,1,2,2,550,550
c81e728d9d4c2f636f067f89cc14862c,25297b758a38dfb3475046e5dc01291a,7/18/2023,0,1,0,70,0
c81e728d9d4c2f636f067f89cc14862c,1ed7d2ba2413e16205063b4029038486,7/18/2023,1,0,0,88,88
42a0e188f5033bc65bf8d78622277c4e,fe5d18ae6650335830e4c1dbd9e6ddb9,7/18/2023,0,2,0,195,0
c81e728d9d4c2f636f067f89cc14862c,107bd9ed7ce0d5e347e13b692eb2abb3,7/18/2023,1,1,1,39,39
6364d3f0f495b6ab9dcf8d3b5c6e0b01,ac5e32a7c6935026790d45158890248b,7/18/2023,0,0,0,62,0
42a0e188f5033bc65bf8d78622277c4e,5f3f3cdc16a1ad23f24383979e45ced0,7/18/2023,0,4,0,499,0
16a5cdae362b8d27a1d8f8c7b78b4330,a009bbe9d3eead239b8a3ebf22e32d89,7/18/2023,0,3,0,807,0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,836c784d553282c664d502c5c259d767,7/18/2023,0,0,0,83,0
f7e6c85504ce6e82442c770f7c8606f0,f97121dd421dc1097ff63dd6e237c2cb,7/18/2023,1,1,1,190,190
16a5cdae362b8d27a1d8f8c7b78b4330,bd71efb213fe0ace2b684bdfebd78f58,7/18/2023,0,7,0,196,0
16a5cdae362b8d27a1d8f8c7b78b4330,ead3c4d1d900ab7d97da9bfd4d8409c5,7/18/2023,0,0,0,106,0
16a5cdae362b8d27a1d8f8c7b78b4330,2188bd364970d4acf961ff2fea1bd71e,7/18/2023,1,1,1,187,187
f7e6c85504ce6e82442c770f7c8606f0,d5bfeecaaa47887a4b92d17fa55c2e18,7/18/2023,0,27,0,167,0
42a0e188f5033bc65bf8d78622277c4e,eaf90ea9a5c3866af372589e011d4242,7/18/2023,0,3,0,858,0
f7e6c85504ce6e82442c770f7c8606f0,d5285a5b153c43fa0028b6fb6965a3f0,7/18/2023,1,1,1,375,375
16a5cdae362b8d27a1d8f8c7b78b4330,01e4734745e97e52d3213449e1a05dd7,7/18/2023,0,3,0,179,0
16a5cdae362b8d27a1d8f8c7b78b4330,6eb4a5048e9eca0796db5167fc641b17,7/18/2023,1,2,2,1622,1622
fa7cdfad1a5aaf8370ebeda47a1ff1c3,d422a9e072907827d1571933f897d9d2,7/18/2023,0,2,0,442,0
f7e6c85504ce6e82442c770f7c8606f0,064e3a5648fb4a7f911155bd81f87fd2,7/18/2023,1,8,8,1600,1600
16a5cdae362b8d27a1d8f8c7b78b4330,0a829bf93822e2d5cfb86e4245cd020a,7/18/2023,1,1,1,44,44
c81e728d9d4c2f636f067f89cc14862c,1cac981fb61dc0e4a41e6a8508552803,7/18/2023,0,3,0,871,0
16a5cdae362b8d27a1d8f8c7b78b4330,8b6d47ed609b1f6651a79cb6210b63f8,7/18/2023,0,8,0,994,0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,2e463fcb1369be4d5dfbe87e04f60df2,7/18/2023,0,5,0,527,0
1ecfb463472ec9115b10c292ef8bc986,1eba96c25c7cf92cf2d5045069069974,7/18/2023,0,2,0,420,0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,874700bca58cd6085c771ce98b1bed88,7/18/2023,1,4,4,872,872
6364d3f0f495b6ab9dcf8d3b5c6e0b01,c414a81a76886b53ba8397999ef8d01f,7/18/2023,0,1,0,223,0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,8d1f2ec17c9f96e7a9c5ed7930085dcc,7/18/2023,1,3,3,132,132
6364d3f0f495b6ab9dcf8d3b5c6e0b01,6d8bf88f6daf3b37de081afcf75ec6cf,7/18/2023,1,11,11,589,589
16a5cdae362b8d27a1d8f8c7b78b4330,fe50ae64d08d4f8245aaabc55d1baf79,7/18/2023,1,12,12,1619,1619
6364d3f0f495b6ab9dcf8d3b5c6e0b01,6629d8e0d18c0b83c15006570566598f,7/18/2023,0,1,0,41,0
f7e6c85504ce6e82442c770f7c8606f0,27e8978c9e8b7146c462feb7d24f5637,7/18/2023,0,2,0,86,0
c81e728d9d4c2f636f067f89cc14862c,4f8b4c73b1712622d6f05c02cda05d49,7/18/2023,1,1,1,185,185
fa7cdfad1a5aaf8370ebeda47a1ff1c3,db54d9d5b110c3a457bf89559b6f89a6,7/18/2023,0,1,0,39,0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,adf3f8d0e45cd2e4cfb284e1eaddc5c8,7/18/2023,0,1,0,272,0
c81e728d9d4c2f636f067f89cc14862c,5ca106c323e777ec8b42dbbab099932c,7/18/2023,0,6,0,372,0
f7e6c85504ce6e82442c770f7c8606f0,4ba72d594b35e41cb3e066397eecdfba,7/18/2023,1,3,3,587,587
c81e728d9d4c2f636f067f89cc14862c,699dc7822b719137e8124b728ab45fa3,7/18/2023,1,3,3,427,427
42a0e188f5033bc65bf8d78622277c4e,ad07964690e5174a996e565e06f4aaa3,7/18/2023,0,5,0,840,0
42a0e188f5033bc65bf8d78622277c4e,cfa2eba0e5c031e0d78a6b4529882e80,7/18/2023,0,1,0,271,0
16a5cdae362b8d27a1d8f8c7b78b4330,4955c8d2017ad404f4872e32451b60e6,7/18/2023,0,1,0,115,0
42a0e188f5033bc65bf8d78622277c4e,2e277351c5cfe6dd5bd87b2457a7e1eb,7/18/2023,0,4,0,1007,0
f7e6c85504ce6e82442c770f7c8606f0,2ceba8db8d0af7ba57e1572e839451c9,7/18/2023,1,3,3,551,551
f7e6c85504ce6e82442c770f7c8606f0,f152516615efd05cf4b4903b03d4a45d,7/18/2023,1,1,1,68,68
16a5cdae362b8d27a1d8f8c7b78b4330,3e25a622c0fd509e34d7c58371a455c6,7/18/2023,0,5,0,196,0
16a5cdae362b8d27a1d8f8c7b78b4330,364196813f3b746270a9b27bd76149c9,7/18/2023,0,1,0,226,0
c81e728d9d4c2f636f067f89cc14862c,f152516615efd05cf4b4903b03d4a45d,7/18/2023,0,8,0,1111,0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,2ceba8db8d0af7ba57e1572e839451c9,7/18/2023,0,3,0,820,0
16a5cdae362b8d27a1d8f8c7b78b4330,5d560ea997068115892d2f0bd7cf91c3,7/18/2023,1,20,20,3297,3297
c81e728d9d4c2f636f067f89cc14862c,ec64491cf0ea4b8a3cde5e351582631d,7/18/2023,1,2,2,19,19
fa7cdfad1a5aaf8370ebeda47a1ff1c3,8e887cf8e64ab8e7173701a979476567,7/18/2023,1,1,1,89,89
1ecfb463472ec9115b10c292ef8bc986,fc75192c9bc645724d78bde15d1fd345,7/18/2023,0,1,0,265,0
42a0e188f5033bc65bf8d78622277c4e,62eac394c4cea739c250bfdfed419269,7/18/2023,0,9,0,316,0
16a5cdae362b8d27a1d8f8c7b78b4330,dd76afb24d5179ac94c0143998a2dc5f,7/18/2023,0,2,0,312,0
16a5cdae362b8d27a1d8f8c7b78b4330,7d945116ed12c2807d081df6f666ba37,7/18/2023,0,2,0,483,0
c81e728d9d4c2f636f067f89cc14862c,fe50ae64d08d4f8245aaabc55d1baf79,7/18/2023,1,14,14,1821,1821
c81e728d9d4c2f636f067f89cc14862c,89250c0d296660c427ed0d1d5059e8b7,7/18/2023,1,1,1,114,114
fa7cdfad1a5aaf8370ebeda47a1ff1c3,525054066e1d6e94a6ad56078f4b212d,7/18/2023,0,3,0,337,0
42a0e188f5033bc65bf8d78622277c4e,84eb971ebd0331ec992c7e235aa76e62,7/18/2023,0,1,0,29,0
16a5cdae362b8d27a1d8f8c7b78b4330,426d3a6e14a6a7f30a720df5cf2dcf46,7/18/2023,0,1,0,30,0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,c0e3f3bd815a862433bc3399c487926b,7/18/2023,0,57,0,7119,0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,70080bba1f176e070456abff52203013,7/18/2023,0,3,0,172,0
16a5cdae362b8d27a1d8f8c7b78b4330,a70a600d7c593ca50cc6639cd64ed71a,7/18/2023,0,2,0,2041,0
f7e6c85504ce6e82442c770f7c8606f0,775d43db5ba7c26ace5162e82aed780f,7/18/2023,0,3,0,113,0
c81e728d9d4c2f636f067f89cc14862c,0f9f8486fcb1bad82ffe18d5850dc25b,7/18/2023,0,1,0,182,0
42a0e188f5033bc65bf8d78622277c4e,02713435f3587e2c81d8f6a9016763ea,7/18/2023,0,1,0,316,0
1ecfb463472ec9115b10c292ef8bc986,a7c1ecb050a46ac0baf01ba3464d0293,7/18/2023,1,2,2,26,26
c81e728d9d4c2f636f067f89cc14862c,c4ba4ae1a518779efc096ea258259c22,7/18/2023,0,7,0,359,0
42a0e188f5033bc65bf8d78622277c4e,44f9359a398c1a40d7a1f4b2c1acb33c,7/18/2023,1,1,1,75,75
6364d3f0f495b6ab9dcf8d3b5c6e0b01,178946dc0cfb8cbcb7b4e672930affd5,7/18/2023,1,7,7,1094,1094
16a5cdae362b8d27a1d8f8c7b78b4330,7faceb1045d5308ed845cc0cde9c7843,7/18/2023,0,1,0,58,0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,a3f2130d312ab153ba470886115ea2ee,7/18/2023,0,6,0,1455,0
f7e6c85504ce6e82442c770f7c8606f0,89250c0d296660c427ed0d1d5059e8b7,7/18/2023,0,4,0,378,0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,28cdcc6f1cbe33aa4f10223177e41060,7/18/2023,0,2,0,699,0
f7e6c85504ce6e82442c770f7c8606f0,71c9661741caf40a92a32d1cc8206c04,7/18/2023,1,14,14,859,859
c81e728d9d4c2f636f067f89cc14862c,cf91eca9321c9c272fb4e7cf4bcc6a43,7/18/2023,1,5,5,214,214
f7e6c85504ce6e82442c770f7c8606f0,ec1dacb078a66e96d61a3605bceeb48a,7/18/2023,0,6,0,476,0
c81e728d9d4c2f636f067f89cc14862c,ced0c1a84924c982a6403870c54b99ca,7/18/2023,1,1,1,31,31
42a0e188f5033bc65bf8d78622277c4e,3c6d5538de13300a189c89d4f1e18624,7/18/2023,1,1,1,264,264
42a0e188f5033bc65bf8d78622277c4e,62eac394c4cea739c250bfdfed419269,7/18/2023,1,1,1,34,34
42a0e188f5033bc65bf8d78622277c4e,e9da9f97fbe39e61f768b34fa06191fa,7/18/2023,0,1,0,214,0
c81e728d9d4c2f636f067f89cc14862c,403c896d1abb842e3db14b0a8a652fac,7/18/2023,1,1,1,247,247
42a0e188f5033bc65bf8d78622277c4e,d8c8c2a73e8b2696fd0d18f4953ad2a4,7/18/2023,0,6,0,155,0
42a0e188f5033bc65bf8d78622277c4e,a9e6d9a4ffe9ece67328c36bf09741bc,7/18/2023,0,4,0,729,0
42a0e188f5033bc65bf8d78622277c4e,a6ac4c5198cb9b52b994a7385b7e6340,7/18/2023,0,1,0,314,0
42a0e188f5033bc65bf8d78622277c4e,89250c0d296660c427ed0d1d5059e8b7,7/18/2023,0,1,0,142,0
f7e6c85504ce6e82442c770f7c8606f0,02713435f3587e2c81d8f6a9016763ea,7/18/2023,1,0,0,108,108
6364d3f0f495b6ab9dcf8d3b5c6e0b01,ae0ea26efd73c891f6fe4f8af687c88f,7/18/2023,0,3,0,615,0
16a5cdae362b8d27a1d8f8c7b78b4330,b77bf3cb7967619f5b3d226d63dae631,7/18/2023,0,1,0,155,0
16a5cdae362b8d27a1d8f8c7b78b4330,4ba72d594b35e41cb3e066397eecdfba,7/18/2023,0,1,0,205,0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,3b9ff9697e5688d38d5a0e7b0f0d519e,7/18/2023,0,0,0,37,0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,a3fa95b1638389de4e3e16af3916de91,7/18/2023,0,4,0,1258,0
16a5cdae362b8d27a1d8f8c7b78b4330,9da31b9d3cf407cd724c65b7dfed00ee,7/18/2023,0,4,0,84,0
16a5cdae362b8d27a1d8f8c7b78b4330,71c9661741caf40a92a32d1cc8206c04,7/18/2023,1,5,5,342,342
fa7cdfad1a5aaf8370ebeda47a1ff1c3,f66b339c9fe074ffe2731d83f4a97821,7/18/2023,0,0,0,36,0
c81e728d9d4c2f636f067f89cc14862c,4e2b6b1dddc1ece38fbbaddad13c8e11,7/18/2023,1,1,1,35,35
1ecfb463472ec9115b10c292ef8bc986,24df4c86ade051d46f7d665fe78336b6,7/18/2023,1,1,1,94,94
16a5cdae362b8d27a1d8f8c7b78b4330,706b9e39dd3ca40669b5f5c74bfebeb8,7/18/2023,1,2,2,404,404
f7e6c85504ce6e82442c770f7c8606f0,525054066e1d6e94a6ad56078f4b212d,7/18/2023,0,25,0,3366,0
16a5cdae362b8d27a1d8f8c7b78b4330,b749c085963d0f869dce2755f8ba602a,7/18/2023,1,28,28,3846,3846
f7e6c85504ce6e82442c770f7c8606f0,9e592a23ed09b72bd6ac10a51fcb1194,7/18/2023,0,22,0,503,0
16a5cdae362b8d27a1d8f8c7b78b4330,d22bb534b7964c0cafab6aab1995f000,7/18/2023,0,7,0,465,0
c81e728d9d4c2f636f067f89cc14862c,8cc3c766285e320aef48183a4bbe22d1,7/18/2023,1,4,4,146,146
42a0e188f5033bc65bf8d78622277c4e,f0b2b0e013970cb4e096e3dbc561f434,7/18/2023,0,1,0,142,0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,bf7e8619d57ec826dda88e8687655c3b,7/18/2023,1,1,1,134,134
16a5cdae362b8d27a1d8f8c7b78b4330,d653e6fd1013dc3cf980741e001a6e20,7/18/2023,1,1,1,105,105
c81e728d9d4c2f636f067f89cc14862c,c97c8aa3371b07d86d8bd2b7384baf5d,7/18/2023,1,2,2,118,118
c81e728d9d4c2f636f067f89cc14862c,af79b0c7fa45e03d1009e7bde0e89214,7/18/2023,0,1,0,46,0
16a5cdae362b8d27a1d8f8c7b78b4330,6eb4a5048e9eca0796db5167fc641b17,7/18/2023,0,5,0,4007,0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,82704fa1c2dbdb928bf4eed0667260dd,7/18/2023,0,1,0,70,0
42a0e188f5033bc65bf8d78622277c4e,f5a455e5fea834c85429331d934c40fa,7/18/2023,0,1,0,162,0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,5b26f85ccb23039364226f66f0366c66,7/18/2023,1,2,2,31,31
16a5cdae362b8d27a1d8f8c7b78b4330,5f2c6c83d8629cb955c1b1ad53a2aecd,7/18/2023,0,4,0,74,0
f7e6c85504ce6e82442c770f7c8606f0,8b6d47ed609b1f6651a79cb6210b63f8,7/18/2023,0,6,0,807,0
c81e728d9d4c2f636f067f89cc14862c,eb341a778d385ad6ebe16e90efb48c08,7/18/2023,1,3,3,746,746
53e19f3dbb211f20b20b45668303c1b6,57eaf5659b0371dbef7bb6cee4a14e71,7/18/2023,0,1,0,37,0
c81e728d9d4c2f636f067f89cc14862c,b5bd9ec2c8ff3cb0c9f606c1a59ec4b9,7/18/2023,0,1,0,438,0
16a5cdae362b8d27a1d8f8c7b78b4330,cec450400539c79f06aff1649043f170,7/18/2023,0,2,0,392,0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,f152516615efd05cf4b4903b03d4a45d,7/18/2023,0,1,0,191,0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,eae84b730dd8eb884077f713b0264850,7/18/2023,0,1,0,278,0
c81e728d9d4c2f636f067f89cc14862c,9fafa622a1f0dbc2bee82d3ac129ea6f,7/18/2023,0,4,0,102,0
f7e6c85504ce6e82442c770f7c8606f0,706b9e39dd3ca40669b5f5c74bfebeb8,7/18/2023,1,1,1,170,170
fa7cdfad1a5aaf8370ebeda47a1ff1c3,9da31b9d3cf407cd724c65b7dfed00ee,7/18/2023,1,2,2,40,40
53e19f3dbb211f20b20b45668303c1b6,57eaf5659b0371dbef7bb6cee4a14e71,7/18/2023,1,3,3,99,99
f7e6c85504ce6e82442c770f7c8606f0,6e456038d557302367b91b7e0ab71e24,7/18/2023,1,22,22,6276,6276
f7e6c85504ce6e82442c770f7c8606f0,706b9e39dd3ca40669b5f5c74bfebeb8,7/18/2023,0,5,0,891,0
c81e728d9d4c2f636f067f89cc14862c,42a303fc7a6b682be534d5a0e8d3a115,7/18/2023,0,2,0,254,0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,4e2b6b1dddc1ece38fbbaddad13c8e11,7/18/2023,1,1,1,35,35
6364d3f0f495b6ab9dcf8d3b5c6e0b01,fdb89dfd1a27256904eb5a5734252102,7/18/2023,1,1,1,263,263
6364d3f0f495b6ab9dcf8d3b5c6e0b01,5aa2f6e00873f8c90b00cd15d670daa1,7/18/2023,1,2,2,124,124
fa7cdfad1a5aaf8370ebeda47a1ff1c3,6b42fc2011e87c7b873b2bba3bf27a36,7/18/2023,1,3,3,492,492
fa7cdfad1a5aaf8370ebeda47a1ff1c3,246db71cccfbfbfaef328f1f8f7df31e,7/18/2023,0,2,0,164,0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,5ca106c323e777ec8b42dbbab099932c,7/18/2023,1,1,1,33,33
fa7cdfad1a5aaf8370ebeda47a1ff1c3,6e456038d557302367b91b7e0ab71e24,7/18/2023,1,1,1,389,389
16a5cdae362b8d27a1d8f8c7b78b4330,cfb54b1ce12bb3f9b6b9e2ea0b57414b,7/18/2023,0,9,0,2041,0
16a5cdae362b8d27a1d8f8c7b78b4330,f5e6ff133144234dbb8a2c83abd95f8d,7/18/2023,0,4,0,245,0
f7e6c85504ce6e82442c770f7c8606f0,fd519eb13005448a303df1089505a42b,7/18/2023,1,3,3,208,208
16a5cdae362b8d27a1d8f8c7b78b4330,3126425bf23d6498e405eb3c82c57cbe,7/18/2023,1,0,0,68,68
6364d3f0f495b6ab9dcf8d3b5c6e0b01,b43e19936412e99b8efd1f9061d3f3c7,7/18/2023,0,3,0,234,0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,a70a600d7c593ca50cc6639cd64ed71a,7/18/2023,0,2,0,1883,0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,bd78bd39035162d425a5c8ac8b088fc6,7/18/2023,0,4,0,516,0
16a5cdae362b8d27a1d8f8c7b78b4330,eca071bdb469e9364a14a80ad544792d,7/18/2023,0,20,0,443,0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,998f28b5baa9b34f23eaf2e08ed2d63c,7/18/2023,0,1,0,120,0
16a5cdae362b8d27a1d8f8c7b78b4330,86987c27e819267ea616d99f7b1f5dfe,7/18/2023,1,3,3,1388,1388
c81e728d9d4c2f636f067f89cc14862c,4ee258e6ff13d73c8574dc8d0bffc1e2,7/18/2023,0,10,0,494,0
c81e728d9d4c2f636f067f89cc14862c,24add02597d486c0f631855f5ca1bef3,7/18/2023,0,1,0,196,0
42a0e188f5033bc65bf8d78622277c4e,5d79ce0a44685f0e17d2dca8e0dda39c,7/18/2023,0,1,0,356,0
f7e6c85504ce6e82442c770f7c8606f0,9da31b9d3cf407cd724c65b7dfed00ee,7/18/2023,0,2,0,43,0
f7e6c85504ce6e82442c770f7c8606f0,4695acecbef4734453cf9bc0be67ffe4,7/18/2023,0,87,0,12031,0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,6b42fc2011e87c7b873b2bba3bf27a36,7/18/2023,0,4,0,908,0
42a0e188f5033bc65bf8d78622277c4e,9029365b9b6fc2800431fa6f2be03569,7/18/2023,0,1,0,98,0
16a5cdae362b8d27a1d8f8c7b78b4330,566f6537c25d40d0b6adec07323e65e8,7/18/2023,0,4,0,147,0
42a0e188f5033bc65bf8d78622277c4e,2a875376cce8ea8e15042d2ecdeb0fe1,7/18/2023,1,1,1,62,62
fa7cdfad1a5aaf8370ebeda47a1ff1c3,3aec010c63e9bf944e55d39dfc1d6ed7,7/18/2023,0,1,0,121,0
42a0e188f5033bc65bf8d78622277c4e,4a421463135a0f5e506740db32d16b97,7/18/2023,1,1,1,174,174
